hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,stayed_state_local,exited_state_local,moved_to_federal,moved_to_private,analytic_sample
10710159815011,1,2.0,7,4,2,301,3011,1,1,17,44100,0,,1.0,,2,2,29,,2,44,1,,1,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,42.0,,42.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,961.53,1.0,,1.0,2.0,2.0,14584.1933,3610.6393,0,0,0.0,,0,0,62251,1,,,,,,,3673.1248,7860.0,2310.0,-1,,,,,,,12589.0,2015,660,657,0,0,0,0,0,,8.0,40.0,2015,1.0,7,8,2,301,3011,1,17,44100,0,,1.0,,2,2,30,,2,44,1,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,3300.0,1320.0,1.0,,2.0,,,11098.6947,2714.5194,0,0,1.0,1.0,0,0,50740,1,,,,,,,2741.8801,7860.0,2310.0,-1,,,,,,,12375.0,2016,672,657,0,0,0,0,0,,8.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,1,0,1,retention
10710159815011,1,2.0,7,4,2,301,3011,1,1,17,44100,0,,1.0,,2,16,33,,1,43,1,,2,0,0,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,769.23,2.0,2.0,2.0,,,12860.0825,3173.0131,0,0,0.0,,0,0,62251,2,,,,,,,3189.8337,9380.0,930.0,-1,1.0,,,,,,12590.0,2015,660,657,0,0,0,0,0,,2.0,51.0,2015,1.0,7,8,2,301,3011,1,17,44100,0,,1.0,,2,16,34,,1,43,1,,0,0,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,1.0,,1.0,3100.0,1490.0,2.0,2.0,2.0,,,11073.5755,2746.9696,0,0,1.0,1.0,0,42,50740,2,,,,,,,2754.4837,9380.0,940.0,-1,1.0,,,,,,12376.0,2016,672,657,0,0,0,0,0,,2.0,51.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,1,1,0,retention
101010312048719,1,2.0,1,4,2,301,3011,1,1,17,16580,0,,1.0,,2,1,28,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,1.0,,1.0,2300.0,1920.0,1.0,,2.0,,,11759.6675,2911.5051,0,0,0.0,0.0,0,0,41130,1,,,,,,,2916.8851,9470.0,3850.0,-1,,,,,,,12602.0,2015,660,657,0,0,0,0,0,,12.0,51.0,2015,1.0,1,8,2,301,3011,1,17,16580,0,,1.0,,2,1,30,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,24.0,,,4.0,,,4.0,3.0,0.0,1,2.0,,1.0,2472.0,988.8,1.0,,2.0,,,11054.8701,2742.3294,1,1,0.0,0.0,0,0,50599,1,,,,,,,2749.8309,9470.0,3850.0,-1,,,,,,,12398.0,2016,672,657,1,0,0,0,1,,12.0,51.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
308101210710941,1,2.0,3,4,2,301,3011,1,1,17,16580,0,,1.0,,2,1,64,,1,43,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,925.0,2.0,2.0,,,,13057.7733,3267.7502,0,0,0.0,,0,0,47689,1,,,,,,,3299.1746,7860.0,2330.0,-1,,,,,,,12621.0,2015,660,657,0,0,0,0,0,,8.0,40.0,2015,1.0,3,8,2,301,3011,1,17,16580,0,,1.0,,2,1,65,,1,43,1,,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,24.0,,24.0,,,21.0,,,7.0,2.0,0.0,1,2.0,2.0,2.0,,233.33,2.0,2.0,,,,12216.5925,3224.0642,0,0,0.0,,0,0,32983,1,,,,,,,3154.0764,7860.0,2310.0,-1,,,,,,,12440.0,2016,672,657,0,0,0,0,0,,8.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
571180150101109,1,2.0,1,4,2,301,3011,1,1,17,44100,0,,1.0,,2,3,51,1.0,2,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,1.0,2.0,2.0,,1753.84,1.0,,2.0,,,13328.1222,3362.3998,0,0,0.0,,0,0,3817,2,,,4.0,,,,3363.6327,9390.0,1006.0,-1,3.0,,,,,,12633.0,2015,660,657,0,0,0,0,0,15.0,3.0,51.0,2015,1.0,1,8,2,301,3011,1,17,44100,0,,1.0,,2,3,52,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,37.0,,37.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,200.0,1.0,,2.0,,,12319.9496,3146.7369,0,0,1.0,,0,0,4843,2,,,2.0,,,,3141.4955,7390.0,430.0,-1,3.0,,,,,,12456.0,2016,672,657,0,0,0,0,0,13.0,1.0,36.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,1,0,1,retention
871970150007909,1,2.0,1,4,2,301,3011,1,1,17,0,0,,1.0,,0,1,63,2.0,1,42,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,4.0,32.0,,,4.0,,,4.0,2.0,0.0,1,1.0,1.0,1.0,3575.0,1500.0,1.0,,,,,13057.7733,3267.7502,0,0,0.0,0.0,0,0,28504,1,,,3.0,,,,3299.1746,7890.0,9130.0,-1,,,,,,,12666.0,2015,660,657,0,0,0,0,0,14.0,22.0,40.0,2015,1.0,1,8,2,301,3011,1,17,0,0,,1.0,,0,1,64,2.0,1,42,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,36.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1410.0,1.0,,,,,13519.2749,3396.0843,0,0,0.0,,0,0,20925,1,,,3.0,,,,3381.8893,8190.0,9130.0,-1,,,,,,,12500.0,2016,672,657,0,0,0,0,0,14.0,22.0,41.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
871970150007909,1,2.0,1,4,2,301,3011,1,1,17,0,0,,1.0,,0,3,61,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,4.0,32.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1153.84,2.0,2.0,,,,11961.5627,3070.2241,0,0,0.0,,0,0,28504,2,,,,,,,3015.1047,7870.0,230.0,-1,,,,,,,12667.0,2015,660,657,0,0,0,0,0,,1.0,40.0,2015,1.0,1,8,2,301,3011,1,17,0,0,,1.0,,0,3,62,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,4.0,32.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1250.0,2.0,2.0,,,,11015.7798,2830.6648,0,0,0.0,,0,0,20925,2,,,,,,,2762.8981,7870.0,230.0,-1,,,,,,,12501.0,2016,672,657,0,0,0,0,0,,1.0,40.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,1,0,0,0,retention
36048159105561,1,2.0,1,4,2,301,3011,1,1,18,26900,0,1.0,1.0,1.0,5,1,28,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,50.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1200.0,2.0,1.0,1.0,1.0,2.0,12101.025,3013.0827,0,0,0.0,,0,42,18780,1,,,,,,,3001.556,7860.0,2310.0,2720,,,,,,,12701.0,2015,660,657,0,0,0,0,0,,8.0,40.0,2015,2.0,1,8,2,301,3011,1,18,26900,0,1.0,1.0,1.0,5,1,29,2.0,1,44,1,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,55.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1153.84,2.0,2.0,1.0,2.0,2.0,15305.6079,3799.2776,0,0,0.0,,0,0,4899,1,,,,,,,3807.1757,7860.0,230.0,-1,,,,,,,12514.0,2016,672,657,0,0,0,0,0,,1.0,40.0,2016,MIS4_to_MIS8,indiana,0,2015-2016,1,0,0,0,retention
36048159105561,1,2.0,1,4,2,301,3011,1,1,18,26900,0,1.0,1.0,1.0,5,3,32,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,1.0,1.0,2000.0,1500.0,1.0,,2.0,,,12448.4552,3155.2051,0,0,0.0,1.0,0,0,18780,2,,,,,,,3135.2251,7860.0,2000.0,-1,,,,,,,12702.0,2015,660,657,0,0,0,0,0,,6.0,40.0,2015,2.0,1,8,2,301,3011,1,18,26900,0,1.0,1.0,1.0,5,3,32,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,8.0,26.0,,,8.0,,,4.0,3.0,0.0,1,2.0,1.0,1.0,2700.0,826.92,1.0,,2.0,,,12547.0514,3101.6644,0,0,0.0,0.0,0,0,4899,2,,,,,,,3099.6898,7860.0,2000.0,-1,,,,,,,12515.0,2016,672,657,0,0,0,0,0,,6.0,40.0,2016,MIS4_to_MIS8,indiana,0,2015-2016,1,0,0,0,retention
38068355100621,1,1.0,1,4,2,301,3011,1,1,18,26900,0,2.0,1.0,,5,1,60,2.0,1,39,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,39.0,,39.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1500.0,585.0,1.0,,,,,11122.4954,2799.2928,0,0,1.0,1.0,0,42,57599,1,1.0,,,,,,2810.2076,7860.0,8610.0,-1,4.0,,,,,,12855.0,2015,660,657,0,0,0,0,0,12.0,21.0,40.0,2015,1.0,1,8,2,301,3011,1,18,26900,0,2.0,1.0,,5,1,62,2.0,1,39,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,37.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1270.0,469.9,2.0,2.0,,,,9983.5638,2534.7944,0,0,0.0,0.0,0,0,21061,1,1.0,,,,,,2497.42,7860.0,8610.0,-1,4.0,,,,,,12668.0,2016,672,657,0,0,0,0,0,12.0,21.0,40.0,2016,MIS4_to_MIS8,indiana,0,2015-2016,1,0,0,0,retention
38068355100621,1,1.0,1,4,2,301,3011,1,1,18,26900,0,2.0,1.0,,5,3,58,1.0,2,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,37.0,,37.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1060.0,2.0,2.0,,,,10781.8401,2618.9616,0,0,1.0,,0,42,57599,2,,,3.0,,,,2628.1716,7860.0,5940.0,-1,,,,,,,12856.0,2015,660,657,0,0,0,0,0,14.0,17.0,40.0,2015,1.0,1,8,2,301,3011,1,18,26900,0,2.0,1.0,,5,3,59,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,37.0,,37.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1475.0,545.75,2.0,2.0,,,,10900.7613,2694.2549,0,0,0.0,0.0,0,0,21061,2,,,3.0,,,,2683.405,7860.0,5700.0,-1,,,,,,,12669.0,2016,672,657,0,0,0,0,0,14.0,17.0,40.0,2016,MIS4_to_MIS8,indiana,0,2015-2016,1,0,0,0,retention
106020613045877,1,1.0,7,4,2,301,3011,1,1,18,26900,63,2.0,1.0,,5,2,65,,2,39,1,,1,0,0,4,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,,1.0,1869.0,747.6,2.0,2.0,,,,10862.2224,2710.3741,0,0,1.0,1.0,0,42,49187,1,1.0,,,,,,2619.5668,7860.0,4010.0,-1,,,,,,,12884.0,2015,660,657,0,0,0,0,0,12.0,13.0,40.0,2015,1.0,7,8,2,301,3011,1,18,26900,63,2.0,1.0,,5,2,66,,2,39,1,,0,0,4,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,549.0,2.0,2.0,,,,11067.9317,2912.247,0,0,1.0,,0,42,50781,1,2.0,7.0,,,,,2812.3968,8980.0,4510.0,-1,,,,,,,12698.0,2016,672,657,0,0,0,0,0,11.0,15.0,48.0,2016,MIS4_to_MIS8,indiana,0,2015-2016,0,1,0,1,retention
181384170002203,1,2.0,1,4,2,301,3011,1,1,18,31140,0,2.0,1.0,,5,3,53,1.0,1,39,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,20.0,,15.0,,,14.0,,,6.0,3.0,0.0,1,2.0,2.0,2.0,,600.0,2.0,2.0,2.0,,,10712.4188,2653.7709,0,0,0.0,,0,0,15423,2,1.0,,,,,,2643.8999,7860.0,9120.0,-1,,,,,,,12905.0,2015,660,657,0,0,0,0,0,12.0,22.0,40.0,2015,2.0,1,8,2,301,3011,1,18,31140,0,2.0,1.0,,5,3,54,1.0,1,39,1,,1,2,1,2,57,57,57,1,0,0,1.0,6.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,2.0,,,10461.349,2569.3034,0,0,,,0,0,21201,2,1.0,,,,,,2648.2966,7860.0,9120.0,-1,,,,,,,12715.0,2016,672,657,0,0,0,0,0,12.0,22.0,40.0,2016,MIS4_to_MIS8,indiana,0,2015-2016,1,0,0,0,retention
261386008510530,1,2.0,1,4,2,301,3011,1,1,18,26900,0,2.0,1.0,,5,3,62,1.0,2,43,1,,2,1,2,1,2,57,57,120,1,0,0,2.0,1.0,,17.0,,17.0,,,18.0,,,7.0,3.0,0.0,1,2.0,1.0,1.0,1250.0,192.3,2.0,2.0,,,,10579.4396,2730.934,0,0,0.0,0.0,0,0,15396,2,,,,,,,2666.7183,9470.0,5000.0,-1,,,,,,,12916.0,2015,660,657,0,0,0,0,0,,17.0,51.0,2015,2.0,1,8,2,301,3011,1,18,26900,0,2.0,1.0,,5,3,63,1.0,2,43,1,,1,2,1,2,57,57,120,1,0,0,1.0,5.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,,,,11555.0855,2765.008,0,0,,,0,0,33319,2,,,,,,,2892.2674,9470.0,5700.0,-1,,,,,,,12724.0,2016,672,657,0,0,0,0,0,,17.0,51.0,2016,MIS4_to_MIS8,indiana,0,2015-2016,1,0,0,0,retention
581212130002203,1,1.0,1,4,2,301,3011,1,1,18,31140,0,2.0,1.0,,5,3,36,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,700.0,1.0,,2.0,,,11952.2029,2907.3152,3,3,0.0,,0,0,56273,2,,,,,,,2911.9803,7860.0,2310.0,-1,,,,,,,12946.0,2015,660,657,0,0,1,0,0,,8.0,40.0,2015,2.0,1,8,2,301,3011,1,18,31140,0,2.0,1.0,,5,3,37,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,550.0,1.0,,2.0,,,11987.0815,3004.3871,3,3,0.0,,0,0,21059,2,,,,,,,3010.2147,7860.0,2310.0,-1,,,,,,,12759.0,2016,672,657,0,0,1,0,0,,8.0,40.0,2016,MIS4_to_MIS8,indiana,0,2015-2016,1,0,0,0,retention
781155160305501,1,2.0,1,4,2,301,3011,1,1,18,26900,0,2.0,1.0,,5,1,67,2.0,1,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,4.0,32.0,,,4.0,,,4.0,3.0,0.0,1,2.0,2.0,2.0,,1057.69,2.0,2.0,,,,10497.4185,2609.1243,0,0,0.0,,0,42,53034,1,,,,,,,2490.3507,9480.0,5000.0,-1,,,,,,,12991.0,2015,660,657,0,0,0,0,0,,17.0,51.0,2015,1.0,1,8,2,301,3011,1,18,26900,0,2.0,1.0,,5,1,68,2.0,1,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1250.0,2.0,2.0,,,,9487.5408,2530.6922,0,0,0.0,,0,0,4893,1,,,,,,,2449.4906,9480.0,430.0,-1,,,,,,,12793.0,2016,672,657,0,0,0,0,0,,1.0,51.0,2016,MIS4_to_MIS8,indiana,0,2015-2016,1,0,0,0,retention
830860523651001,1,1.0,1,4,2,301,3011,1,1,18,26900,0,2.0,1.0,,5,1,60,2.0,1,40,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,2.0,5.0,45.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,1000.0,2.0,2.0,,,,11122.4954,2799.2928,0,0,0.0,,0,0,15395,1,,,4.0,,,,2810.2076,8570.0,20.0,-1,,,,,,,13001.0,2015,660,657,0,0,0,0,0,15.0,1.0,44.0,2015,2.0,1,8,2,301,3011,1,18,26900,0,2.0,1.0,,5,1,61,2.0,1,40,1,,1,1,1,2,57,57,57,1,0,0,2.0,2.0,4.0,50.0,,,,,,,,5.0,3.0,0.0,1,2.0,2.0,2.0,,1115.38,2.0,2.0,,,,9983.5638,2534.7944,0,0,0.0,,0,0,17520,1,,,4.0,,,,2497.42,8570.0,20.0,-1,,,,,,,12810.0,2016,672,657,0,0,0,0,0,15.0,1.0,44.0,2016,MIS4_to_MIS8,indiana,0,2015-2016,1,0,0,0,retention
830860523651001,1,1.0,1,4,2,301,3011,1,1,18,26900,0,2.0,1.0,,5,3,58,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,2.0,0.0,2,,,,,,,,,,,10179.56,2618.9616,0,0,,,0,0,15395,2,,,,,,,2602.4384,7860.0,2310.0,-1,,,,,,,13002.0,2015,660,657,0,0,0,0,0,,8.0,40.0,2015,2.0,1,8,2,301,3011,1,18,26900,0,2.0,1.0,,5,3,59,1.0,2,43,1,,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10726.7441,2694.2549,0,0,,,0,0,17520,2,,,,,,,2721.5064,,,-1,,,,,,,12811.0,2016,672,657,0,0,0,0,0,,,,2016,MIS4_to_MIS8,indiana,0,2015-2016,0,1,0,0,retention
688540101440105,1,2.0,1,4,2,301,3011,1,1,18,21140,39,,1.0,,2,1,36,2.0,2,43,1,,1,1,1,1,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,2.0,0.0,2,,,,,,,,2.0,,,11334.5612,2936.6303,3,1,,,0,0,49169,1,,,,,,,2897.7183,7860.0,2540.0,-1,,,,,,,13279.0,2015,660,657,0,0,1,0,0,,8.0,40.0,2015,1.0,1,8,2,301,3011,1,18,21140,39,,1.0,,2,1,37,2.0,2,43,1,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,29.0,,38.0,,,22.0,,,9.0,2.0,0.0,1,2.0,,1.0,1015.0,294.35,2.0,2.0,2.0,,,11838.6844,2967.1935,3,1,0.0,0.0,0,0,21050,1,,,,,,,2972.949,7860.0,2540.0,-1,,,,,,,13076.0,2016,672,657,0,0,1,0,0,,8.0,40.0,2016,MIS4_to_MIS8,indiana,0,2015-2016,1,0,0,0,retention
30610105457714,1,2.0,6,4,2,301,3011,1,1,36,10580,0,1.0,1.0,,4,14,53,,2,43,1,,2,0,0,5,2,57,57,57,1,0,0,2.0,1.0,,38.0,,38.0,,,,,,2.0,2.0,0.0,1,2.0,2.0,2.0,,1057.0,1.0,,2.0,,,13181.8798,3365.5549,0,0,1.0,,0,0,39723,2,,,,,,,3326.7254,9590.0,800.0,-1,,,,,,,23739.0,2015,660,657,0,0,0,0,0,,2.0,51.0,2015,1.0,6,8,2,301,3011,1,36,10580,0,1.0,1.0,,4,14,53,,2,43,1,,0,0,5,2,57,57,57,1,0,0,2.0,1.0,,38.0,4.0,34.0,,,4.0,,,4.0,2.0,0.0,1,2.0,2.0,2.0,,923.0,1.0,,2.0,,,14569.3787,3760.983,0,0,1.0,,0,0,5671,2,,,,,,,3715.0832,9590.0,800.0,-1,,,,,,,23263.0,2016,672,657,0,0,0,0,0,,2.0,51.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
30610128558984,1,2.0,4,4,2,301,3011,1,1,36,35620,85,1.0,1.0,1.0,7,5,16,,2,36,1,,4,2,3,7,2,57,57,57,1,0,0,,7.0,,,,,,,,,,1.0,3.0,0.0,2,,,,,,,,1.0,1.0,1.0,15312.6107,3762.4917,0,0,,,0,0,68936,4,,,,,,,3753.5858,8470.0,2000.0,-1,,,,,2.0,1.0,23744.0,2015,660,657,0,0,0,0,0,10.0,6.0,43.0,2015,1.0,4,8,2,301,3011,1,36,35620,85,1.0,1.0,1.0,7,5,17,,2,36,1,,2,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,1.0,12335.7809,3058.3588,0,0,,,0,0,27874,4,,,,,,,3069.591,,,-1,,,,,2.0,1.0,23268.0,2016,672,657,0,0,0,0,0,10.0,,,2016,MIS4_to_MIS8,new_york,0,2015-2016,0,1,0,0,retention
30610389045055,1,4.0,1,4,2,301,3011,1,1,36,35620,47,1.0,1.0,1.0,7,3,43,1.0,2,43,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,769.23,2.0,1.0,2.0,,,13602.8311,3288.9317,10,3,0.0,,0,0,61371,2,,,,,,,3314.1319,7860.0,2330.0,-1,,,,,,,23759.0,2015,660,657,0,0,1,1,0,,8.0,40.0,2015,2.0,1,8,2,301,3011,1,36,35620,47,1.0,1.0,1.0,7,3,44,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,15.0,,27.0,,,23.0,,,7.0,2.0,0.0,1,2.0,1.0,1.0,6000.0,673.07,2.0,2.0,2.0,,,12677.8006,3167.9966,10,3,0.0,0.0,0,0,18010,2,,,,,,,3183.6692,7860.0,2330.0,2330,,,,,,,23284.0,2016,672,657,0,0,1,1,0,,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
30610925029614,1,2.0,4,4,2,301,3011,1,1,36,35620,47,1.0,1.0,1.0,7,1,46,,2,42,3,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,3.0,0.0,1,2.0,,1.0,3500.0,1400.0,1.0,,2.0,,,13529.4227,3431.7144,4,2,1.0,1.0,0,42,1492,1,,,3.0,,,,3414.4351,7070.0,2145.0,-1,,,,,,,23777.0,2015,660,657,0,0,0,1,0,14.0,7.0,34.0,2015,1.0,4,8,2,301,3011,1,36,35620,47,1.0,1.0,1.0,7,1,48,,2,42,3,,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,35.0,,35.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1769.23,1.0,,2.0,,,11524.4497,2868.1164,4,1,0.0,,0,0,47853,1,,,3.0,,,,2938.649,7070.0,5860.0,-1,,,,,,,23315.0,2016,672,657,0,0,0,1,0,14.0,17.0,34.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
63562190903504,1,1.0,1,4,2,301,3011,1,1,36,35620,61,1.0,1.0,1.0,7,1,54,2.0,2,44,3,8.0,1,1,1,1,2,329,329,329,4,0,10,1.0,1.0,,40.0,,80.0,,,,,,2.0,3.0,0.0,1,2.0,2.0,2.0,,1192.0,1.0,,2.0,,,19945.7945,5012.7531,0,0,1.0,,0,0,1564,1,,,,,,,5033.7419,7860.0,2310.0,2340,,,,,,,23817.0,2015,660,657,0,0,0,0,0,,8.0,40.0,2015,1.0,1,8,2,301,3011,1,36,35620,61,1.0,1.0,1.0,7,1,55,2.0,2,44,3,4.0,1,1,1,2,329,329,329,4,0,10,1.0,1.0,,40.0,,49.0,,,,,,2.0,2.0,0.0,1,2.0,1.0,1.0,4500.0,1120.0,1.0,,,,,15496.2508,3715.7165,0,0,0.0,0.0,0,0,13997,1,,,,,,,3814.6617,7860.0,2310.0,2320,,,,,,,23374.0,2016,672,657,0,0,0,0,0,,8.0,40.0,2016,MIS4_to_MIS8,new_york,0,2015-2016,1,0,0,0,retention
