HHID,PN,SSUBHH,RSUBHH,SPN_SP,SCSR,SFAMR,SFINR,SJ2JOBNDX,SJ2Z140,SJ2Z142,SJ2Z143,SJ2Z510M,SJ2Z504,SJ2Z139,SJ2Z505,SJ2Z507,SJ2Z200,SJ2Z503,SJ2W401,SJ2W403,SJ2W404M1,SJ2W404M2,SJ2W404M3,SJ2W404M4,SJ2W407,SJ2W408,SJ2W460,SJ2W410,SJ2W411,SJ2W412M,SJ2W405,SJ2W799,SJ2Z508,SJ2W790,SJ2W452,SJ2W419,SJ2W420M1,SJ2W420M2,SJ2W420M3,SJ2W420M4,SJ2W458,SJ2W434,SJ2W435,SJ2W436,SJ2W437,SJ2W439,SJ2W440,SJ2W441,SJ2W443,SJ2W444,SJ2W445,SJ2W446,SJ2W447,SJ2W448,SJ2W449,SJ2W451,SJ2W422,SJ2W424,SJ2352,SJ2850,SJ2338,SJ2945,SJ2W429M1,SJ2W429M2,SJ2W429M3,SJ2W429M4,SJ2W429M5,SJ2W425,SJ2W009,SJ2W455,SJ2W010,SJ2W011,SJ2W012,SJ2W002,SJ2W003,SJ2W004,SJ2W005,SJ2801,SJ2W431,SJ2W432,SJ2W433,SJ2881,SJ2404,SJ2405,SJ2809,SJ2810,SJ2811,SJ2406,SJ2407,SJ2408,SJ2409,SJ2878,SJ2396,SJ2397,SJ2806,SJ2807,SJ2808,SJ2398,SJ2399,SJ2400,SJ2401,SJ2938,SJ2812,SJ2813,SJ2814,SJ2815,SJ2417,SJ2939,SJ2660,SJ2661,SJ2662,SJ2664,SJ2816,SJ2817,SJ2818,SJ2819,SJ2988,SJ2W426,SJ2W013,SJ2W108,SJ2W014,SJ2W086,SJ2W015,SJ2W016,SJ2W028,SJ2W049,SJ2W051,SJ2W052,SJ2W053,SJ2W054,SJ2W065,SJ2W427M1,SJ2W427M2,SJ2W427M3,SJ2W427M4,SJ2W063,SJ2W453M1,SJ2W453M2,SJ2W453M3,SJ2W453M4,SJ2W453M5,SJ2W453M6,SJ2W099,SJ2W018,SJ2W100,SJ2W019,SJ2W428,SJ2353,SJ2903,SJ2354,SJ2W457,SJ2926,SJ2927,SJ2928,SJ2929,SJ2931M1,SJ2931M2,SJ2931M3,SJ2363,SJ2364,SJ2365,SJ2366,SJ2932,SJ2933,SJ2934,SJ2935,SJ2947,SJ2356,SJ2789,SJ2790,SJ2791,SJ2357,SJ2358,SJ2359,SJ2360,SJ2W089,SJ2W091,SJ2W092,SJ2W093,SJ2W094,SJ2W459,SWEBNONRSP,SJ2MODE,SVDATE,SVERSION
540195,010,0,0,,1,1,1,10,,2018,,,,,,,,,5,,,,,,,303,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,1
540195,010,0,0,,1,1,1,3,2,2018,,2,303,1,101,1,2018,1,,2,,,,,1,303,303,2018,-8,2,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,4,,,5,,,,,,1,99999998,,0,9999,,,,,,,1,5,,1,1,12,,,,,,,,1,1,998,0,2,,,,,,,996,,,,1,1,5,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,4,6,1
540197,020,0,0,010,1,1,5,10,,2018,,,,,,,,,5,,,,,,,304,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
540200,010,0,0,020,5,1,5,10,,2022,,,,,,,,,1,,,,,,-8,911,,2022,-8,-8,-8,2,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,-8,-8,-8,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,6,1
540200,010,0,0,020,5,1,5,1,,2011,2021,5,301,1,101,1,2018,1,,1,,,,,1,301,,2011,2021,5,1,1,1,1,5,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,-8,,,,,,,,,2,-8,,0,99999996,0,-8,0,99999996,0,,,,,,,,,,,,,,,,,,,,,,,,,,-8,0,99999996,0,-8,,,,,,,,,,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,6,1
540200,020,0,0,010,1,5,1,3,1,1989,2000,,303,2,102,2,2016,2,,2,,,,,2,303,303,1989,2000,5,1,2,1,2,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,60,,341,4,5,5,,,,1,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,1
540200,020,0,0,010,1,5,1,3,1,1989,2000,,303,1,101,2,2016,2,,2,,,,,2,303,303,1989,2000,5,4,1,4,2,5,1,,,,,,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,60,,300,4,5,1,,,,3,5,4,,,,51000,6,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,1
540203,010,0,0,020,5,5,5,10,,1993,,5,,,,,,,5,,,,,,,301,,1993,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1
540203,010,0,0,020,5,5,5,1,2,1993,,5,301,1,101,3,2018,1,,2,,,,,3,301,301,1991,2023,5,2,1,2,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,25,,,5,,,,,,1,0,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,1,1,1,1,,,,,,,,,,,,2,,,,,9999999998,0,99999996,0,4,,,,1,5,,3,6,1
540203,020,0,0,010,1,1,1,10,,1992,,,,,,,,1,5,,,,,,-8,301,,1992,-8,-8,-8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,1
540203,020,0,0,010,1,1,1,1,1,1992,,5,301,3,103,2,2018,1,,1,,,,,2,301,,1992,,5,2,3,2,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,-8,,,5,,,,,,1,-8,,100001,249999,,,,,,,5,,,5,,,,,,,,,,1,1,998,0,99999996,0,,,,,,-8,0,99999996,0,-8,,,,,,,,,,-8,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-8,,,,-8,,-8,1,3,,,,,,,,,,,-8,,,,,,,,,,,,,,5,,4,6,1
540203,020,0,0,010,1,1,1,1,2,1992,,5,301,2,102,1,2018,1,,1,,,,,1,301,,1992,,5,2,2,2,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,-8,,,5,,,,,,1,-8,,50001,99999,,,,,,,5,,,1,5,,,,,150,,,,5,,,,,,,,,,5,996,,,,1,1,5,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,-8,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,9999999998,0,99999996,0,1,,,,2,5,,4,6,1
540203,020,0,0,010,1,1,1,1,2,1992,,5,301,1,101,1,2018,1,,1,,,,,1,301,,1992,,5,2,1,2,1,1,1,,,,,,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,,,-8,,,5,,,,,,1,-8,,50001,99999,,,,,,,5,,,1,5,,,,,150,,,,5,,,,,,,,,,5,998,0,99999996,98,5,,,,,,,,,,5,5,,,,,,,,,,,,,,2,,,,,,,,,,,-8,-8,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,4,6,1
540209,010,1,0,,1,1,1,10,,2003,,,,,,,,,5,,,,,,,301,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1
540209,010,1,0,,1,1,1,1,1,2003,,5,301,3,104,97,2018,1,,1,,,,,97,301,,2003,,5,2,3,2,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,3,,,1,7,,,,,1,300,,,,,,,,,,5,,,1,3,,,,,200,,,,5,,,,,,,,,,5,996,,,,1,1,5,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,1,1,1,5,2,,,,,,,500,,,,,,,,,,,,,,,,,,5,,3,6,1
540209,010,1,0,,1,1,1,1,2,2003,,5,301,2,103,97,2018,1,,1,,,,,97,301,,2003,,5,2,2,2,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,3,,,1,7,,,,,1,300,,,,,,,,,,5,,,1,3,,,,,200,,,,5,,,,,,,,,,5,996,,,,1,2,5,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,1,1,1,1,2,,,,,,,500,,,,,,,,,,,,,,,,,,5,,3,6,1
540209,010,1,0,,1,1,1,1,,2003,,5,301,1,102,1,2018,1,,1,,,,,1,301,,2003,,5,,1,,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,19,,,8,,,,,,1,-8,,50000,50000,,,,,,,5,,,1,1,25,,,,,,,,1,6,,,,,,,,,,996,,,,3,,5,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,1,1,5,1,3,,,,,,,,,,,2,,,,,2000,,,,4,,,,,5,,3,6,1
540210,010,0,0,020,5,5,1,10,,2011,,5,,,,,,1,5,,,,,,-8,301,,2011,-8,5,-8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1
540210,010,0,0,020,5,5,1,3,2,2003,2009,2,303,1,101,97,2018,2,,1,,,,,97,303,,2003,2009,2,1,1,1,2,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,12,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,6,1
540210,010,0,0,020,5,5,1,1,2,2011,,5,301,2,102,1,2018,1,,1,,,,,1,301,,2011,,5,1,2,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,12,,,1,1,,,,,1,327874,,,,,,,,,,1,5,,1,1,25,,,,,,,,1,1,6,,,,,,,,,996,,,,1,2,5,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,67,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,1300,,,,3,-8,-8,25,1,5,,3,6,1
540212,010,1,0,,1,1,1,10,,2011,,,,,,,,,5,,,,,,,301,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
540212,010,1,0,,1,1,1,1,8,2011,,3,301,1,101,1,2018,1,,1,,,,,1,301,,2011,,3,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,8,,,,,,1,29000,,,,,,,,,,8,,,1,1,10,,,,,,,,1,1,4,,,,,,,,,998,0,99999996,98,1,8,5,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,1,1,8,8,1,,,9999998,5001,19999,,,,,,,,,,,,,,,,,,,,5,,1,3,1
540213,010,0,0,,1,1,1,10,,2007,,,,,,,,,5,,,,,,,301,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1
540213,010,0,0,,1,1,1,1,2,2007,,1,301,1,101,5,2018,1,,1,,,,,5,301,,2007,,1,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,7,,,5,,,,,,1,7000,,,,,,,,,,8,,,1,3,,,,,40,,,,1,3,,,,,40,,,,,998,41,59,,5,,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,5,,1,1,3,,,,,,,,,,,2,,,,,500,,,,3,,,20,,5,,2,6,1
540217,010,1,0,,1,1,1,10,,2023,,3,,,,,,,1,,,,,,1,911,,2023,,3,1,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,3,2,,,,,,,2,300,,,,,,,,,,1,5,,1,1,5,,,,,,,,1,1,2,,,,,,,,,50,,,,1,2,,,,1,25,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,6,1
540217,011,2,0,,1,1,1,10,,2017,,8,,,,,,,1,,,,,,3,996,,2017,,8,3,1,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,1,2,,,,,,,2,75000,,,,,,,,,,1,5,,1,1,15,,,,,,,,5,,,,,,,,,,5,25,,,,1,1,,,,,,,,,8,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,79,,,,1,1,1,1,3,,,,,,,,,,,4,,,,,200000,,,,1,,,,,5,,1,6,1
540227,010,0,0,020,1,1,1,10,,2017,,,,,,,,,5,,,,,,,303,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1
540227,010,0,0,020,1,1,1,3,2,2017,,6,303,1,101,3,2018,1,,1,,,,,3,303,,2017,,6,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,7,,,1,7,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,6,1
540229,010,0,0,020,1,5,1,10,,2011,,,,,,,,,5,,,,,,,301,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1
540229,010,0,0,020,1,5,1,2,1,1981,1997,6,302,1,101,2,2018,2,,1,,,,,2,302,,1981,1997,6,2,1,2,2,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,26,,,,,,,,,1,99999998,,50001,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,1,1,5,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,62,,,,1,8,8,1,3,,,,,,,,,,,2,,,,,1200,,,,5,,,,3,5,,2,6,1
540229,010,0,0,020,1,5,1,1,2,2011,,6,301,2,102,1,2018,1,,1,,,,,1,301,,2011,,6,2,2,2,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,27,,,5,,,,,,1,99999998,,10001,49999,,,,,,,1,5,,1,3,,,,,50,,,,1,6,,,,,,,,,,100,,,,1,1,5,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,62,,,,1,1,1,1,3,,,,,,,,,,,8,,,,,9999999998,12000,12000,,4,,,,1,5,,2,6,1
540229,020,0,0,010,5,1,5,1,1,1998,2021,6,301,1,101,2,2018,1,,1,,,,,2,301,,1998,2021,6,4,1,4,1,5,1,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,61,,1200,4,5,1,,,,3,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,6,1
540241,010,0,0,020,1,1,5,10,,2005,,,,,,,,,5,,,,,,,301,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,1
540241,010,0,0,020,1,1,5,1,2,2005,,5,301,1,101,1,2018,1,,1,,,,,1,301,,2005,,5,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,16,,,5,,,,,,1,99999998,,10000,10000,,,,,,,1,5,,1,3,,,,,150,,,,1,7,,,,,,,,,,996,,,,5,,,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,70,,,,1,1,1,1,3,,,,,,,,,,,8,,,,,9999999998,0,11999,0,4,,,,1,5,1,3,6,1
540241,020,0,0,010,5,5,1,10,,2022,,11,,,,,,,1,,,,,,1,911,,2022,2023,5,1,2,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,1,2,,,,,,,2,95000,,,,,,,,,,1,5,,1,1,19,,,,,,,,1,1,2,,,,,,,,,100,,,,1,1,,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,64,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,500,,,,4,,,,1,5,,3,6,1
540241,020,0,0,010,5,5,1,3,2,2019,2021,5,303,1,101,1,2018,1,,2,,,,,1,303,303,2019,2023,5,1,1,1,1,5,1,9,,,,,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,101,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,2022,57000,2,64,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,500,,,,4,,,,1,1,,3,6,1
540244,020,0,0,010,1,5,5,10,,2023,,11,,,,,,,1,,,,,,3,911,,2023,,11,1,2,,,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,1,2,,,,,,,2,300,,,,,,,,,,5,,,1,3,,,,,200,,,,1,3,,,,,100,,,,,0,,,,5,,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,8,,1,1,3,,,,,,,,,,,2,,,,,500,,,,4,,,,1,5,,1,6,1
540244,020,0,0,010,1,5,5,1,,1996,2016,3,301,1,101,1,2016,2,,1,,,,,1,301,,1996,2016,3,1,1,1,2,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,18,,,,,,,,,1,99999998,,250001,99999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,1,1,5,,,5,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,8,,1,1,3,,,,,,,,,,,2,,,,,5000,,,,1,,,,1,5,,1,6,1
540245,010,0,0,020,5,5,1,10,,2005,,8,,,,,,,5,,,,,,,301,,2005,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1
540245,010,0,0,020,5,5,1,1,3,2005,,8,301,1,101,1,2016,1,,1,,,,,1,301,,2005,,8,2,1,2,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,17,,,5,,,,,,1,80000,,,,,,,,,,5,,,1,1,10,,,,,,,,1,1,998,9,9,,,,,,,996,,,,5,,,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,5,,-8,1,3,,,,,,,,,,,2,,,,,3500,,,,1,,,,1,5,,3,6,1
540245,020,0,0,010,1,1,5,10,1,,,,,1,101,2,2018,,,2,,,,,97,888,,-8,-8,-8,2,1,2,,5,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,20,,,,,,,,,1,-8,,0,99999996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,0,99999996,0,-8,,,,,,,,,,5,1,,,-8,,-8,-8,,5,,,,2,5,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,6,1
540249,010,0,0,,1,1,1,10,,2002,,,,,,,,,5,,,,,,,301,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,1
540249,010,0,0,,1,1,1,1,1,2002,,8,301,1,101,1,2018,1,,1,,,,,1,301,,2002,,8,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,18,,,5,,,,,,1,65000,,,,,,,,,,1,5,,1,1,30,,,,,,,,1,6,,,,,,,,,,996,,,,1,1,5,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,1,1,1,1,3,,,,,,,,,,,2,,,,,500,,,,3,-8,75,-8,,5,,4,6,1
540253,010,0,0,,1,5,1,1,1,2006,2021,7,301,2,102,2,2016,1,,1,,,,,2,301,,2006,2021,7,1,2,1,1,5,1,7,,,,,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,,,3,,,,,,,,,1,100000,,,,,9999998,50001,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,2,65,,,,1,1,5,1,1,,,100000,,,,,,,,,,,,,,,,,,,,,,5,,2,6,1
540253,010,0,0,,1,5,1,1,2,2006,2021,7,301,1,101,1,2016,1,,1,,,,,1,301,,2006,2021,7,1,1,1,1,5,1,5,,,,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2021,575000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,6,1
540260,010,0,0,020,1,5,1,10,,2014,,,,,,,,,5,,,,,,,301,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
540260,010,0,0,020,1,5,1,1,2,2014,,3,301,1,101,1,2018,1,,1,,,,,1,301,,2014,,3,1,1,1,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,4,,,5,,,,,,1,99999998,,0,99999,98,,,,,,1,5,,1,1,2,,,,,,,,1,6,,,,,,,,,,998,0,99999996,98,1,1,5,,,,,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,8,,1,1,8,,,,,,,,,,,2,,,,,1000,,,,3,9998,,,1,5,,1,6,1
540261,010,1,1,,1,1,1,10,,2003,,,,,,,,,5,,,,,,,301,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1
540261,010,1,1,,1,1,1,3,,1988,2002,9,303,3,103,3,2016,2,,1,,,,,3,303,,1988,2002,9,1,3,1,2,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,10,,,,,,,,,1,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,1,1,5,,,1,20,,,,5,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,5,,1,1,3,,,,,,,,,,,2,,,,,100,,,,4,,,,,5,,3,6,1
540261,010,1,1,,1,1,1,3,2,1988,2002,9,303,1,101,97,2016,2,,1,,,,,97,303,,1988,2002,9,1,1,1,2,5,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,10,,,,,,,,,1,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,,,,1,2,5,,,,,,,,1,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,65,,,,5,,5,1,3,,,,,,,,,,,2,,,,,1200,,,,4,,,,,5,,3,6,1
540261,010,1,1,,1,1,1,1,,2003,,9,301,2,102,97,2016,1,,1,,,,,97,301,,2003,,9,97,2,97,1,1,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,20,,,5,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,60,,,1,1,1,5,1,1,,,4000000,,,,,,,,,,,,,,,,,,,,,,5,,3,6,1
